area,location,seriescode,industry,time,current_emp,previous_emp
019740,Denver - Aurora MSA,00000000,Total Nonfarm,2020-07-01,1466400,1451800
022660,Fort Collins-Loveland MSA,00000000,Total Nonfarm,2020-07-01,161500,167000
000000,Colorado,00000000,Total Nonfarm,2020-07-01,2630300,2622700
014500,Boulder-Longmont MSA,00000000,Total Nonfarm,2020-07-01,181100,186700
024540,Greeley MSA,00000000,Total Nonfarm,2020-07-01,105800,105600
039380,Pueblo MSA,00000000,Total Nonfarm,2020-07-01,60600,60700
024300,Grand Junction MSA,00000000,Total Nonfarm,2020-07-01,63500,63700
017820,Colorado Springs MSA,00000000,Total Nonfarm,2020-07-01,291400,288100
019740,Denver - Aurora MSA,05000000,Total Private,2020-07-01,1275400,1253300
022660,Fort Collins-Loveland MSA,05000000,Total Private,2020-07-01,127700,126300
039380,Pueblo MSA,05000000,Total Private,2020-07-01,49800,49200
024540,Greeley MSA,05000000,Total Private,2020-07-01,91000,89800
024300,Grand Junction MSA,05000000,Total Private,2020-07-01,53900,53300
017820,Colorado Springs MSA,05000000,Total Private,2020-07-01,240900,235900
014500,Boulder-Longmont MSA,05000000,Total Private,2020-07-01,155600,154000
000000,Colorado,05000000,Total Private,2020-07-01,2223900,2188600
000000,Colorado,06000000,Goods Producing,2020-07-01,353800,350700
019740,Denver - Aurora MSA,06000000,Goods Producing,2020-07-01,180900,179000
022660,Fort Collins-Loveland MSA,06000000,Goods Producing,2020-07-01,27200,27000
024300,Grand Junction MSA,06000000,Goods Producing,2020-07-01,9400,9300
024540,Greeley MSA,06000000,Goods Producing,2020-07-01,34200,34200
039380,Pueblo MSA,06000000,Goods Producing,2020-07-01,8100,8100
014500,Boulder-Longmont MSA,06000000,Goods Producing,2020-07-01,25000,24900
017820,Colorado Springs MSA,06000000,Goods Producing,2020-07-01,31500,30900
000000,Colorado,07000000,Service-Providing,2020-07-01,2276500,2272000
014500,Boulder-Longmont MSA,07000000,Service-Providing,2020-07-01,156100,161800
024300,Grand Junction MSA,07000000,Service-Providing,2020-07-01,54100,54400
039380,Pueblo MSA,07000000,Service-Providing,2020-07-01,52500,52600
024540,Greeley MSA,07000000,Service-Providing,2020-07-01,71600,71400
017820,Colorado Springs MSA,07000000,Service-Providing,2020-07-01,259900,257200
022660,Fort Collins-Loveland MSA,07000000,Service-Providing,2020-07-01,134300,140000
019740,Denver - Aurora MSA,07000000,Service-Providing,2020-07-01,1285500,1272800
014500,Boulder-Longmont MSA,08000000,Private Service Providing,2020-07-01,130600,129100
017820,Colorado Springs MSA,08000000,Private Service Providing,2020-07-01,209400,205000
022660,Fort Collins-Loveland MSA,08000000,Private Service Providing,2020-07-01,100500,99300
024300,Grand Junction MSA,08000000,Private Service Providing,2020-07-01,44500,44000
024540,Greeley MSA,08000000,Private Service Providing,2020-07-01,56800,55600
039380,Pueblo MSA,08000000,Private Service Providing,2020-07-01,41700,41100
000000,Colorado,08000000,Private Service Providing,2020-07-01,1870100,1837900
019740,Denver - Aurora MSA,08000000,Private Service Providing,2020-07-01,1094500,1074300
000000,Colorado,10000000,Mining and Logging,2020-07-01,24000,24400
000000,Colorado,15000000,"Mining, Logging and Construction",2020-07-01,202600,200300
019740,Denver - Aurora MSA,15000000,"Mining, Logging and Construction",2020-07-01,106400,104900
014500,Boulder-Longmont MSA,15000000,"Mining, Logging and Construction",2020-07-01,5900,5800
022660,Fort Collins-Loveland MSA,15000000,"Mining, Logging and Construction",2020-07-01,12300,12000
024540,Greeley MSA,15000000,"Mining, Logging and Construction",2020-07-01,20100,20100
039380,Pueblo MSA,15000000,"Mining, Logging and Construction",2020-07-01,3500,3500
024300,Grand Junction MSA,15000000,"Mining, Logging and Construction",2020-07-01,6300,6300
017820,Colorado Springs MSA,15000000,"Mining, Logging and Construction",2020-07-01,19700,19300
000000,Colorado,20000000,Construction,2020-07-01,178600,175900
000000,Colorado,20236000,Construction of Buildings,2020-07-01,35700,34900
019740,Denver - Aurora MSA,20236000,Construction of Buildings,2020-07-01,19400,19000
000000,Colorado,20237000,Heavy and Civil Engineering Construction,2020-07-01,27200,26500
000000,Colorado,20238000,Specialty Trade Contractors,2020-07-01,115700,114500
017820,Colorado Springs MSA,20238000,Specialty Trade Contractors,2020-07-01,12000,11700
019740,Denver - Aurora MSA,20238000,Specialty Trade Contractors,2020-07-01,67300,66600
039380,Pueblo MSA,30000000,Manufacturing,2020-07-01,4600,4600
024540,Greeley MSA,30000000,Manufacturing,2020-07-01,14100,14100
022660,Fort Collins-Loveland MSA,30000000,Manufacturing,2020-07-01,14900,15000
024300,Grand Junction MSA,30000000,Manufacturing,2020-07-01,3100,3000
017820,Colorado Springs MSA,30000000,Manufacturing,2020-07-01,11800,11600
019740,Denver - Aurora MSA,30000000,Manufacturing,2020-07-01,74500,74100
014500,Boulder-Longmont MSA,30000000,Manufacturing,2020-07-01,19100,19100
000000,Colorado,30000000,Manufacturing,2020-07-01,151200,150400
019740,Denver - Aurora MSA,31000000,Durable Goods,2020-07-01,44300,44100
000000,Colorado,31000000,Durable Goods,2020-07-01,92900,92800
000000,Colorado,31332000,Fabricated Metal Product Manufacturing,2020-07-01,14400,14500
000000,Colorado,31334000,Computer and Electronic Product Manufact,2020-07-01,23300,23100
014500,Boulder-Longmont MSA,31334000,Computer and Electronic Product Manufact,2020-07-01,9200,9200
019740,Denver - Aurora MSA,31334000,Computer and Electronic Product Manufact,2020-07-01,6700,6600
019740,Denver - Aurora MSA,31336000,Transportation Equipment Manufacturing,2020-07-01,9600,9500
000000,Colorado,31336000,Transportation Equipment Manufacturing,2020-07-01,11700,11600
000000,Colorado,32000000,NonDurable Goods,2020-07-01,58300,57600
019740,Denver - Aurora MSA,32000000,NonDurable Goods,2020-07-01,30200,30000
024540,Greeley MSA,32000000,NonDurable Goods,2020-07-01,7000,6800
000000,Colorado,32312100,Beverage Manufacturing,2020-07-01,10100,9700
019740,Denver - Aurora MSA,40000000,"Trade, Transportation, and Utilities",2020-07-01,267000,259000
014500,Boulder-Longmont MSA,40000000,"Trade, Transportation, and Utilities",2020-07-01,24900,24300
022660,Fort Collins-Loveland MSA,40000000,"Trade, Transportation, and Utilities",2020-07-01,26800,26300
024540,Greeley MSA,40000000,"Trade, Transportation, and Utilities",2020-07-01,18100,18000
024300,Grand Junction MSA,40000000,"Trade, Transportation, and Utilities",2020-07-01,13100,13000
000000,Colorado,40000000,"Trade, Transportation, and Utilities",2020-07-01,457200,447800
039380,Pueblo MSA,40000000,"Trade, Transportation, and Utilities",2020-07-01,10500,10400
017820,Colorado Springs MSA,40000000,"Trade, Transportation, and Utilities",2020-07-01,45200,44900
039380,Pueblo MSA,41000000,Wholesale Trade,2020-07-01,1600,1600
024540,Greeley MSA,41000000,Wholesale Trade,2020-07-01,4200,4200
024300,Grand Junction MSA,41000000,Wholesale Trade,2020-07-01,2300,2300
022660,Fort Collins-Loveland MSA,41000000,Wholesale Trade,2020-07-01,5200,5100
014500,Boulder-Longmont MSA,41000000,Wholesale Trade,2020-07-01,6800,6600
017820,Colorado Springs MSA,41000000,Wholesale Trade,2020-07-01,6000,5900
019740,Denver - Aurora MSA,41000000,Wholesale Trade,2020-07-01,76300,74200
000000,Colorado,41000000,Wholesale Trade,2020-07-01,106900,104600
000000,Colorado,41423000,"Merchant Wholesalers, Durable Goods",2020-07-01,64000,63100
019740,Denver - Aurora MSA,41423000,"Merchant Wholesalers, Durable Goods",2020-07-01,46800,45700
019740,Denver - Aurora MSA,41424000,"Merchant Wholesalers, Nondurable Goods",2020-07-01,24400,23600
000000,Colorado,41424000,"Merchant Wholesalers, Nondurable Goods",2020-07-01,38800,37400
014500,Boulder-Longmont MSA,42000000,Retail Trade,2020-07-01,16300,16000
000000,Colorado,42000000,Retail Trade,2020-07-01,262900,258500
024540,Greeley MSA,42000000,Retail Trade,2020-07-01,9400,9400
024300,Grand Junction MSA,42000000,Retail Trade,2020-07-01,8400,8400
022660,Fort Collins-Loveland MSA,42000000,Retail Trade,2020-07-01,18500,18200
039380,Pueblo MSA,42000000,Retail Trade,2020-07-01,6700,6700
019740,Denver - Aurora MSA,42000000,Retail Trade,2020-07-01,131600,127800
017820,Colorado Springs MSA,42000000,Retail Trade,2020-07-01,33800,33800
017820,Colorado Springs MSA,42445000,Food and Beverage Stores,2020-07-01,5800,5700
019740,Denver - Aurora MSA,42445000,Food and Beverage Stores,2020-07-01,27100,26100
014500,Boulder-Longmont MSA,42445000,Food and Beverage Stores,2020-07-01,4700,4600
000000,Colorado,42445000,Food and Beverage Stores,2020-07-01,54900,53500
000000,Colorado,42452000,General Merchandise Stores,2020-07-01,55300,55200
019740,Denver - Aurora MSA,42452000,General Merchandise Stores,2020-07-01,28400,28100
017820,Colorado Springs MSA,42452000,General Merchandise Stores,2020-07-01,7500,7600
019740,Denver - Aurora MSA,43000000,Transportation Warehousing and Utilities,2020-07-01,59100,57000
014500,Boulder-Longmont MSA,43000000,Transportation Warehousing and Utilities,2020-07-01,1800,1700
039380,Pueblo MSA,43000000,Transportation Warehousing and Utilities,2020-07-01,2200,2100
024300,Grand Junction MSA,43000000,Transportation Warehousing and Utilities,2020-07-01,2400,2300
022660,Fort Collins-Loveland MSA,43000000,Transportation Warehousing and Utilities,2020-07-01,3100,3000
000000,Colorado,43000000,Transportation Warehousing and Utilities,2020-07-01,87400,84700
024540,Greeley MSA,43000000,Transportation Warehousing and Utilities,2020-07-01,4500,4400
017820,Colorado Springs MSA,43000000,Transportation Warehousing and Utilities,2020-07-01,5400,5200
019740,Denver - Aurora MSA,43220000,Utilities,2020-07-01,3800,3800
000000,Colorado,43220000,Utilities,2020-07-01,8200,8100
019740,Denver - Aurora MSA,43400089,Transportation and Warehousing,2020-07-01,55300,53200
000000,Colorado,43400089,Transportation and Warehousing,2020-07-01,79200,76600
000000,Colorado,43481000,Air Transportation,2020-07-01,13500,13300
019740,Denver - Aurora MSA,43481000,Air Transportation,2020-07-01,12400,12200
000000,Colorado,43484000,Truck Transportation,2020-07-01,21600,21100
000000,Colorado,43492000,Couriers and Messengers,2020-07-01,17500,16700
019740,Denver - Aurora MSA,43492000,Couriers and Messengers,2020-07-01,13200,12700
019740,Denver - Aurora MSA,43493000,Warehousing and Storage,2020-07-01,10300,10100
000000,Colorado,43493000,Warehousing and Storage,2020-07-01,13600,13400
000000,Colorado,50000000,Information,2020-07-01,72800,73700
019740,Denver - Aurora MSA,50000000,Information,2020-07-01,50500,50900
014500,Boulder-Longmont MSA,50000000,Information,2020-07-01,7700,7700
022660,Fort Collins-Loveland MSA,50000000,Information,2020-07-01,3400,3400
024300,Grand Junction MSA,50000000,Information,2020-07-01,500,500
024540,Greeley MSA,50000000,Information,2020-07-01,600,600
039380,Pueblo MSA,50000000,Information,2020-07-01,500,500
017820,Colorado Springs MSA,50000000,Information,2020-07-01,5600,5600
019740,Denver - Aurora MSA,50511000,Publishing Industries,2020-07-01,10600,10700
000000,Colorado,50511000,Publishing Industries,2020-07-01,20900,21100
014500,Boulder-Longmont MSA,50511000,Publishing Industries,2020-07-01,4800,4900
000000,Colorado,50511200,Software Publishers,2020-07-01,15500,15700
019740,Denver - Aurora MSA,50511200,Software Publishers,2020-07-01,9500,9500
017820,Colorado Springs MSA,50517000,Telecommunications,2020-07-01,1300,1300
019740,Denver - Aurora MSA,50517000,Telecommunications,2020-07-01,18400,18500
000000,Colorado,50517000,Telecommunications,2020-07-01,25500,25600
000000,Colorado,55000000,Financial Activities,2020-07-01,171100,170900
017820,Colorado Springs MSA,55000000,Financial Activities,2020-07-01,17900,18000
024300,Grand Junction MSA,55000000,Financial Activities,2020-07-01,3100,3100
014500,Boulder-Longmont MSA,55000000,Financial Activities,2020-07-01,7000,7000
022660,Fort Collins-Loveland MSA,55000000,Financial Activities,2020-07-01,6800,6800
019740,Denver - Aurora MSA,55000000,Financial Activities,2020-07-01,108000,108300
039380,Pueblo MSA,55000000,Financial Activities,2020-07-01,1800,1800
024540,Greeley MSA,55000000,Financial Activities,2020-07-01,4400,4400
019740,Denver - Aurora MSA,55520000,Finance and Insurance,2020-07-01,80900,80800
017820,Colorado Springs MSA,55520000,Finance and Insurance,2020-07-01,13500,13600
000000,Colorado,55520000,Finance and Insurance,2020-07-01,120300,119800
000000,Colorado,55522000,Credit Intermediation and Related Activi,2020-07-01,46600,46800
019740,Denver - Aurora MSA,55522000,Credit Intermediation and Related Activi,2020-07-01,29400,29700
019740,Denver - Aurora MSA,55524000,Insurance Carriers and Related Activitie,2020-07-01,33200,32600
000000,Colorado,55524000,Insurance Carriers and Related Activitie,2020-07-01,50200,49200
000000,Colorado,55530000,Real Estate and Rental and Leasing,2020-07-01,50800,51100
019740,Denver - Aurora MSA,55530000,Real Estate and Rental and Leasing,2020-07-01,27100,27500
019740,Denver - Aurora MSA,55531000,Real Estate,2020-07-01,20700,21400
000000,Colorado,55531000,Real Estate,2020-07-01,40200,40900
000000,Colorado,60000000,Professional and Business Services,2020-07-01,446700,443900
014500,Boulder-Longmont MSA,60000000,Professional and Business Services,2020-07-01,38700,39300
024540,Greeley MSA,60000000,Professional and Business Services,2020-07-01,10200,10000
039380,Pueblo MSA,60000000,Professional and Business Services,2020-07-01,6500,6400
019740,Denver - Aurora MSA,60000000,Professional and Business Services,2020-07-01,285400,282500
024300,Grand Junction MSA,60000000,Professional and Business Services,2020-07-01,4900,4800
022660,Fort Collins-Loveland MSA,60000000,Professional and Business Services,2020-07-01,20600,20200
017820,Colorado Springs MSA,60000000,Professional and Business Services,2020-07-01,51700,51100
017820,Colorado Springs MSA,60540000,"Professional, Scientific, and Technical",2020-07-01,30500,30300
019740,Denver - Aurora MSA,60540000,"Professional, Scientific, and Technical",2020-07-01,151300,150400
014500,Boulder-Longmont MSA,60540000,"Professional, Scientific, and Technical",2020-07-01,30400,31000
000000,Colorado,60540000,"Professional, Scientific, and Technical",2020-07-01,242800,242600
000000,Colorado,60541100,Legal Services,2020-07-01,20200,19900
000000,Colorado,60541300,"Architectural, Engineering, and Related",2020-07-01,53200,53200
019740,Denver - Aurora MSA,60541300,"Architectural, Engineering, and Related",2020-07-01,32800,32800
019740,Denver - Aurora MSA,60541500,Computer Systems Design and Related Serv,2020-07-01,40800,41100
000000,Colorado,60541500,Computer Systems Design and Related Serv,2020-07-01,66100,66600
000000,Colorado,60541600,"Management, Scientific, and Technical Co",2020-07-01,35100,34700
019740,Denver - Aurora MSA,60541600,"Management, Scientific, and Technical Co",2020-07-01,24700,24400
000000,Colorado,60550000,Management of Companies and Enterprises,2020-07-01,42800,42200
019740,Denver - Aurora MSA,60550000,Management of Companies and Enterprises,2020-07-01,34600,34000
000000,Colorado,60560000,Administrative and Support and Waste Man,2020-07-01,161100,159100
019740,Denver - Aurora MSA,60560000,Administrative and Support and Waste Man,2020-07-01,99500,98100
022660,Fort Collins-Loveland MSA,60560000,Administrative and Support and Waste Man,2020-07-01,8600,8400
019740,Denver - Aurora MSA,60561300,Employment Services,2020-07-01,26600,25600
017820,Colorado Springs MSA,60561300,Employment Services,2020-07-01,3800,3600
000000,Colorado,60561300,Employment Services,2020-07-01,40800,39000
000000,Colorado,60561400,Business Support Services,2020-07-01,19100,19100
000000,Colorado,60561700,Services to Buildings and Dwellings,2020-07-01,56200,54900
019740,Denver - Aurora MSA,60561700,Services to Buildings and Dwellings,2020-07-01,34000,33200
019740,Denver - Aurora MSA,65000000,Educational and Health Services,2020-07-01,186000,183100
022660,Fort Collins-Loveland MSA,65000000,Educational and Health Services,2020-07-01,19900,19800
024540,Greeley MSA,65000000,Educational and Health Services,2020-07-01,9600,9600
024300,Grand Junction MSA,65000000,Educational and Health Services,2020-07-01,13200,13100
000000,Colorado,65000000,Educational and Health Services,2020-07-01,329800,329200
017820,Colorado Springs MSA,65000000,Educational and Health Services,2020-07-01,39300,39400
014500,Boulder-Longmont MSA,65000000,Educational and Health Services,2020-07-01,27000,26900
039380,Pueblo MSA,65000000,Educational and Health Services,2020-07-01,12500,12800
000000,Colorado,65610000,Educational Services,2020-07-01,42600,41900
017820,Colorado Springs MSA,65610000,Educational Services,2020-07-01,4500,4500
019740,Denver - Aurora MSA,65610000,Educational Services,2020-07-01,26500,26100
019740,Denver - Aurora MSA,65620000,Health Care and Social Assistance,2020-07-01,159500,157000
000000,Colorado,65620000,Health Care and Social Assistance,2020-07-01,287200,287300
017820,Colorado Springs MSA,65620000,Health Care and Social Assistance,2020-07-01,34800,34900
019740,Denver - Aurora MSA,65621000,Ambulatory Health Care Services,2020-07-01,73900,72100
000000,Colorado,65621000,Ambulatory Health Care Services,2020-07-01,129800,128900
000000,Colorado,65621100,Offices of Physicians,2020-07-01,35800,35400
019740,Denver - Aurora MSA,65622000,Hospitals,2020-07-01,32200,32400
000000,Colorado,65622000,Hospitals,2020-07-01,59400,60000
000000,Colorado,65623000,Nursing and Residential Care Facilities,2020-07-01,43800,44000
000000,Colorado,65624000,Social Assistance,2020-07-01,54200,54400
000000,Colorado,70000000,Leisure and Hospitality,2020-07-01,288500,269300
024300,Grand Junction MSA,70000000,Leisure and Hospitality,2020-07-01,7400,7200
022660,Fort Collins-Loveland MSA,70000000,Leisure and Hospitality,2020-07-01,16900,16700
024540,Greeley MSA,70000000,Leisure and Hospitality,2020-07-01,10400,9500
014500,Boulder-Longmont MSA,70000000,Leisure and Hospitality,2020-07-01,19000,17800
019740,Denver - Aurora MSA,70000000,Leisure and Hospitality,2020-07-01,146000,139400
017820,Colorado Springs MSA,70000000,Leisure and Hospitality,2020-07-01,33700,30200
039380,Pueblo MSA,70000000,Leisure and Hospitality,2020-07-01,8100,7400
019740,Denver - Aurora MSA,70710000,"Arts, Entertainment, and Recreation",2020-07-01,24900,22800
000000,Colorado,70710000,"Arts, Entertainment, and Recreation",2020-07-01,48200,44600
000000,Colorado,70713000,"Amusement, Gambling, and Recreation Indu",2020-07-01,37800,34600
000000,Colorado,70713900,Other Amusement and Recreation Industrie,2020-07-01,34100,31200
019740,Denver - Aurora MSA,70720000,Accommodation and Food Services,2020-07-01,121100,116600
017820,Colorado Springs MSA,70720000,Accommodation and Food Services,2020-07-01,29000,25400
000000,Colorado,70720000,Accommodation and Food Services,2020-07-01,240300,224700
022660,Fort Collins-Loveland MSA,70720000,Accommodation and Food Services,2020-07-01,13700,13300
000000,Colorado,70721000,Accommodation,2020-07-01,37200,33000
019740,Denver - Aurora MSA,70721000,Accommodation,2020-07-01,16600,14900
019740,Denver - Aurora MSA,70722000,Food Services and Drinking Places,2020-07-01,104500,101700
000000,Colorado,70722000,Food Services and Drinking Places,2020-07-01,203100,191700
017820,Colorado Springs MSA,70722000,Food Services and Drinking Places,2020-07-01,27300,24000
000000,Colorado,70722500,Full-Service Restaurants,2020-07-01,190300,180400
019740,Denver - Aurora MSA,70722500,Full-Service Restaurants,2020-07-01,101300,98900
019740,Denver - Aurora MSA,70722511,Full-Service Restaurants,2020-07-01,51500,48700
000000,Colorado,70722511,Full-Service Restaurants,2020-07-01,92800,84600
019740,Denver - Aurora MSA,70722590,Limited-Service Eating Places,2020-07-01,49800,50200
000000,Colorado,70722590,Limited-Service Eating Places,2020-07-01,97500,95800
017820,Colorado Springs MSA,80000000,Other Services,2020-07-01,16000,15800
024300,Grand Junction MSA,80000000,Other Services,2020-07-01,2300,2300
024540,Greeley MSA,80000000,Other Services,2020-07-01,3500,3500
022660,Fort Collins-Loveland MSA,80000000,Other Services,2020-07-01,6100,6100
019740,Denver - Aurora MSA,80000000,Other Services,2020-07-01,51600,51100
014500,Boulder-Longmont MSA,80000000,Other Services,2020-07-01,6300,6100
000000,Colorado,80000000,Other Services,2020-07-01,104000,103100
039380,Pueblo MSA,80000000,Other Services,2020-07-01,1800,1800
000000,Colorado,80811000,Repair and Maintenance,2020-07-01,27500,27000
019740,Denver - Aurora MSA,80811000,Repair and Maintenance,2020-07-01,15100,14800
000000,Colorado,80812000,Personal and Laundry Services,2020-07-01,20400,20000
000000,Colorado,80813000,"Religious, Grantmaking, Civic, Professio",2020-07-01,56100,56100
024300,Grand Junction MSA,90000000,Government,2020-07-01,9600,10400
024540,Greeley MSA,90000000,Government,2020-07-01,14800,15800
014500,Boulder-Longmont MSA,90000000,Government,2020-07-01,25500,32700
019740,Denver - Aurora MSA,90000000,Government,2020-07-01,191000,198500
039380,Pueblo MSA,90000000,Government,2020-07-01,10800,11500
022660,Fort Collins-Loveland MSA,90000000,Government,2020-07-01,33800,40700
000000,Colorado,90000000,Government,2020-07-01,406400,434100
017820,Colorado Springs MSA,90000000,Government,2020-07-01,50500,52200
017820,Colorado Springs MSA,90910000,Federal Government,2020-07-01,12300,12400
019740,Denver - Aurora MSA,90910000,Federal Government,2020-07-01,29000,29000
000000,Colorado,90910000,Federal Government,2020-07-01,55200,55300
039380,Pueblo MSA,90910000,Federal Government,2020-07-01,1100,1100
024540,Greeley MSA,90910000,Federal Government,2020-07-01,700,600
024300,Grand Junction MSA,90910000,Federal Government,2020-07-01,1700,1700
022660,Fort Collins-Loveland MSA,90910000,Federal Government,2020-07-01,2600,2600
014500,Boulder-Longmont MSA,90910000,Federal Government,2020-07-01,2100,2100
014500,Boulder-Longmont MSA,90920000,State Government,2020-07-01,9300,15300
019740,Denver - Aurora MSA,90920000,State Government,2020-07-01,42200,45700
024540,Greeley MSA,90920000,State Government,2020-07-01,2500,3100
024300,Grand Junction MSA,90920000,State Government,2020-07-01,2000,2700
022660,Fort Collins-Loveland MSA,90920000,State Government,2020-07-01,18000,24300
000000,Colorado,90920000,State Government,2020-07-01,103400,126000
039380,Pueblo MSA,90920000,State Government,2020-07-01,3800,4400
017820,Colorado Springs MSA,90920000,State Government,2020-07-01,11000,12200
039380,Pueblo MSA,90921611,State Government Educational Services,2020-07-01,1100,1600
019740,Denver - Aurora MSA,90921611,State Government Educational Services,2020-07-01,21200,24400
017820,Colorado Springs MSA,90921611,State Government Educational Services,2020-07-01,3200,4800
014500,Boulder-Longmont MSA,90921611,State Government Educational Services,2020-07-01,8800,14800
022660,Fort Collins-Loveland MSA,90921611,State Government Educational Services,2020-07-01,8900,13500
024540,Greeley MSA,90921611,State Government Educational Services,2020-07-01,1600,2100
024300,Grand Junction MSA,90921611,State Government Educational Services,2020-07-01,900,1500
000000,Colorado,90921611,State Government Educational Services,2020-07-01,50500,72800
014500,Boulder-Longmont MSA,90930000,Local Government,2020-07-01,14100,15300
024300,Grand Junction MSA,90930000,Local Government,2020-07-01,5900,6000
024540,Greeley MSA,90930000,Local Government,2020-07-01,11600,12100
039380,Pueblo MSA,90930000,Local Government,2020-07-01,5900,6000
000000,Colorado,90930000,Local Government,2020-07-01,247800,252800
019740,Denver - Aurora MSA,90930000,Local Government,2020-07-01,119800,123800
022660,Fort Collins-Loveland MSA,90930000,Local Government,2020-07-01,13200,13800
017820,Colorado Springs MSA,90930000,Local Government,2020-07-01,27200,27600
022660,Fort Collins-Loveland MSA,90931611,Local Government Educational Services,2020-07-01,6200,6800
014500,Boulder-Longmont MSA,90931611,Local Government Educational Services,2020-07-01,7200,8500
019740,Denver - Aurora MSA,90931611,Local Government Educational Services,2020-07-01,61200,65800
017820,Colorado Springs MSA,90931611,Local Government Educational Services,2020-07-01,16700,17100
039380,Pueblo MSA,90931611,Local Government Educational Services,2020-07-01,3100,3300
024540,Greeley MSA,90931611,Local Government Educational Services,2020-07-01,6100,6700
024300,Grand Junction MSA,90931611,Local Government Educational Services,2020-07-01,3200,3300
000000,Colorado,90931611,Local Government Educational Services,2020-07-01,120900,129700
000000,Colorado,00000000,Total Nonfarm,2020-08-01,2664800,2630300
014500,Boulder-Longmont MSA,00000000,Total Nonfarm,2020-08-01,184300,181100
017820,Colorado Springs MSA,00000000,Total Nonfarm,2020-08-01,294800,291400
019740,Denver - Aurora MSA,00000000,Total Nonfarm,2020-08-01,1484400,1466400
022660,Fort Collins-Loveland MSA,00000000,Total Nonfarm,2020-08-01,164100,161500
024300,Grand Junction MSA,00000000,Total Nonfarm,2020-08-01,64800,63500
039380,Pueblo MSA,00000000,Total Nonfarm,2020-08-01,61400,60600
024540,Greeley MSA,00000000,Total Nonfarm,2020-08-01,107400,105800
017820,Colorado Springs MSA,05000000,Total Private,2020-08-01,243400,240900
022660,Fort Collins-Loveland MSA,05000000,Total Private,2020-08-01,129100,127700
024540,Greeley MSA,05000000,Total Private,2020-08-01,91100,91000
024300,Grand Junction MSA,05000000,Total Private,2020-08-01,54900,53900
039380,Pueblo MSA,05000000,Total Private,2020-08-01,50500,49800
019740,Denver - Aurora MSA,05000000,Total Private,2020-08-01,1289300,1275400
014500,Boulder-Longmont MSA,05000000,Total Private,2020-08-01,155900,155600
000000,Colorado,05000000,Total Private,2020-08-01,2246700,2223900
000000,Colorado,06000000,Goods Producing,2020-08-01,353800,353800
014500,Boulder-Longmont MSA,06000000,Goods Producing,2020-08-01,24800,25000
019740,Denver - Aurora MSA,06000000,Goods Producing,2020-08-01,180700,180900
022660,Fort Collins-Loveland MSA,06000000,Goods Producing,2020-08-01,27000,27200
024300,Grand Junction MSA,06000000,Goods Producing,2020-08-01,9400,9400
039380,Pueblo MSA,06000000,Goods Producing,2020-08-01,8100,8100
024540,Greeley MSA,06000000,Goods Producing,2020-08-01,33700,34200
017820,Colorado Springs MSA,06000000,Goods Producing,2020-08-01,31400,31500
017820,Colorado Springs MSA,07000000,Service-Providing,2020-08-01,263400,259900
039380,Pueblo MSA,07000000,Service-Providing,2020-08-01,53300,52500
019740,Denver - Aurora MSA,07000000,Service-Providing,2020-08-01,1303700,1285500
024540,Greeley MSA,07000000,Service-Providing,2020-08-01,73700,71600
024300,Grand Junction MSA,07000000,Service-Providing,2020-08-01,55400,54100
014500,Boulder-Longmont MSA,07000000,Service-Providing,2020-08-01,159500,156100
022660,Fort Collins-Loveland MSA,07000000,Service-Providing,2020-08-01,137100,134300
000000,Colorado,07000000,Service-Providing,2020-08-01,2311000,2276500
000000,Colorado,08000000,Private Service Providing,2020-08-01,1892900,1870100
014500,Boulder-Longmont MSA,08000000,Private Service Providing,2020-08-01,131100,130600
024300,Grand Junction MSA,08000000,Private Service Providing,2020-08-01,45500,44500
019740,Denver - Aurora MSA,08000000,Private Service Providing,2020-08-01,1108600,1094500
022660,Fort Collins-Loveland MSA,08000000,Private Service Providing,2020-08-01,102100,100500
039380,Pueblo MSA,08000000,Private Service Providing,2020-08-01,42400,41700
024540,Greeley MSA,08000000,Private Service Providing,2020-08-01,57400,56800
017820,Colorado Springs MSA,08000000,Private Service Providing,2020-08-01,212000,209400
000000,Colorado,10000000,Mining and Logging,2020-08-01,23500,24000
000000,Colorado,15000000,"Mining, Logging and Construction",2020-08-01,202200,202600
017820,Colorado Springs MSA,15000000,"Mining, Logging and Construction",2020-08-01,19500,19700
014500,Boulder-Longmont MSA,15000000,"Mining, Logging and Construction",2020-08-01,5900,5900
022660,Fort Collins-Loveland MSA,15000000,"Mining, Logging and Construction",2020-08-01,12200,12300
024540,Greeley MSA,15000000,"Mining, Logging and Construction",2020-08-01,19700,20100
024300,Grand Junction MSA,15000000,"Mining, Logging and Construction",2020-08-01,6300,6300
019740,Denver - Aurora MSA,15000000,"Mining, Logging and Construction",2020-08-01,105900,106400
039380,Pueblo MSA,15000000,"Mining, Logging and Construction",2020-08-01,3500,3500
000000,Colorado,20000000,Construction,2020-08-01,178700,178600
000000,Colorado,20236000,Construction of Buildings,2020-08-01,35900,35700
019740,Denver - Aurora MSA,20236000,Construction of Buildings,2020-08-01,19600,19400
000000,Colorado,20237000,Heavy and Civil Engineering Construction,2020-08-01,27600,27200
000000,Colorado,20238000,Specialty Trade Contractors,2020-08-01,115200,115700
017820,Colorado Springs MSA,20238000,Specialty Trade Contractors,2020-08-01,11900,12000
